,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE,lnprice
6468,HARLEM-EAST,03  THREE FAMILY HOMES,1,1665,5,C0, 205 EAST 115TH STREET                     ,10029,3,0,3,1817,2430,1890,1, C0 ,395000,2012-10-18,12.8866410439
6470,HARLEM-EAST,03  THREE FAMILY HOMES,1,1711,112,C0, 427 EAST 117 STREET                       ,10035,3,0,3,1892,3376,1901,1, C0 ,998000,2013-07-22,13.8135085553
6473,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1616,20,C7, 1657 MADISON AVENUE                       ,10029,10,1,11,1912,7685,1910,2, C7 ,2060000,2012-10-09,14.5382165408
6477,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1629,14,C7, 1590 LEXINGTON AVENUE                     ,10029,25,5,30,3838,18613,1910,2, C7 ,6800000,2013-05-15,15.7324331701
6478,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1631,140,C7, 186 EAST 104 STREET                       ,10029,9,1,10,2018,8105,1910,2, C7 ,1580156,2012-11-15,14.2730341343
6479,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1633,30,C4, 171 EAST 105 STREET                       ,10029,10,0,10,2523,9600,1930,2, C4 ,1680000,2012-08-13,14.3343043514
6484,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1643,29,C4, 171 EAST 115 STREET                       ,10029,8,0,8,1600,4916,1910,2, C4 ,1050000,2013-01-29,13.8643007221
6485,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1644,66,C1, 116 EAST 117 STREET                       ,10035,10,0,10,2018,4470,1910,2, C1 ,1430000,2012-08-15,14.1731850022
6487,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1645,153,C5, 1889 LEXINGTON AVENUE                     ,10035,6,0,6,1130,2340,1890,2, C5 ,425000,2013-04-30,12.9598444479
6490,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1655,13,C1, 229 EAST 105 STREET                       ,10029,8,0,8,2535,7436,1900,2, C1 ,1775000,2013-06-27,14.3893109809
6492,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1659,144,C7, 204 EAST 110 STREET                       ,10029,9,1,10,3028,11896,2010,2, C7 ,5000000,2013-04-24,15.4249484704
6500,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1677,42,C7, 314 EAST 106TH STREET                     ,10029,28,2,30,3785,15330,1920,2, C7 ,3900000,2013-05-13,15.1764871111
6508,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1681,13,C1, 325 EAST 109 STREET                       ,10029,10,0,10,2523,6932,1910,2, C1 ,1000000,2013-10-07,13.815510558
6509,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1681,14,C1, 327 EAST 109 STREET                       ,10029,8,0,8,2523,6842,1900,2, C1 ,1000000,2013-10-07,13.815510558
6510,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1681,16,C7, 331 EAST 109 STREET                       ,10029,13,1,14,2395,10100,1910,2, C7 ,1000000,2013-10-07,13.815510558
6513,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1687,36,C3, 336 EAST 116 STREET                       ,10029,4,0,4,1682,3460,1900,2, C3 ,950000,2013-05-17,13.7642172636
6515,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1688,20,C3, 345 EAST 116 STREET                       ,10029,4,0,4,2018,3680,1900,2, C3 ,1238000,2013-07-05,14.0290077322
6516,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1688,35,C1, 336 EAST 117 STREET                       ,10035,10,0,10,2523,8125,1910,2, C1 ,1225000,2013-10-07,14.018451402
6517,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1688,38,C2, 330 EAST 117 STREET                       ,10035,6,0,6,2523,4500,1910,2, C2 ,1260000,2013-02-28,14.0466222789
6520,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1688,44,C4, 316 E. 117 STREET                         ,10035,18,0,18,2523,13200,1900,2, C4 ,8700000,2013-09-04,15.9788335836
6522,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1710,39,C3, 424 EAST 117 STREET                       ,10035,4,0,4,1682,3404,1890,2, C3 ,1577918,2012-11-12,14.2716168145
6524,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1711,129,C3, 450 EAST 118TH STREET                     ,10035,4,0,4,1286,4185,1900,2, C3 ,439487,2013-01-30,12.9933634166
6528,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1783,19,C4, 243 EAST 118 STREET                       ,10035,4,0,4,1682,2907,1900,2, C4 ,475000,2012-09-28,13.071070083
6530,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2,1786,42,C4, 212 EAST 122ND STREET                     ,10035,33,1,34,5046,26400,1920,2, C4 ,4382500,2012-09-24,15.2931298958
6532,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1802,41,C4, 316 EAST 126 STREET                       ,10035,10,0,10,2498,8615,1900,2, C4 ,1500000,2012-11-20,14.2209756661
6533,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1806,4,C4, 2308 FIRST AVENUE                         ,10035,6,2,8,2350,6000,1900,2, C4 ,2620000,2013-03-07,14.7786848757
6535,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1806,48,C4, 2312 1 AVENUE                             ,10035,6,2,8,2366,6041,1900,2, C4 ,1500000,2013-05-30,14.2209756661
6538,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1807,138,C4, 422 EAST 120TH STREET                     ,10035,4,0,4,1892,3091,1900,2, C4 ,810000,2012-10-12,13.6047895266
6539,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2B,1815,46,C4, 508 EAST 119 STREET                       ,10035,7,0,7,2018,4800,1900,2, C4 ,450000,2012-12-24,13.0170028617
6541,HARLEM-EAST,07  RENTALS - WALKUP APARTMENTS,2A,1815,47,C4, 506 EAST 119 STREET                       ,10035,5,0,5,2018,4800,1900,2, C4 ,650000,2013-07-25,13.3847276419
6542,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1616,21,D3, 1655 MADISON AVENUE                       ,10029,14,0,14,1875,16459,2009,2, D3 ,2200000,2013-05-21,14.6039679183
6549,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1631,20,D6, 1635 LEXINGTON AVENUE                     ,10029,42,2,44,9500,59000,2010,2, D6 ,9269000,2013-02-05,16.0421860569
6550,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1633,41,D6, 174 EAST 106 STREET                       ,10029,22,2,24,5000,21300,1910,2, D6 ,6000000,2012-05-12,15.6072700272
6553,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1639,57,D3, 138-142 EAST 112TH ST                     ,10029,21,0,21,10814,23553,2004,2, D3 ,9935000,2013-03-20,16.111574434
6554,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1644,8,D1, 115 EAST 116TH STREET                     ,10029,48,0,48,9009,47750,1925,2, D1 ,6397017,2012-04-12,15.6713423459
6555,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1680,148,D7, 308 EAST 109 STREET                       ,10029,16,1,17,2523,28388,2009,2, D7 ,3200000,2012-12-19,14.9786613678
6559,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1687,9,D9, 315-317 EAST 115TH STREET                 ,10029,29,0,29,5046,21390,1900,2, D9 ,5300000,2013-09-01,15.4832173785
6560,HARLEM-EAST,08  RENTALS - ELEVATOR APARTMENTS,2,1709,15,D1, 433 EAST 115 STREET                       ,10029,15,0,15,4037,16800,2006,2, D1 ,2500000,2013-03-07,14.7318012898
6587,HARLEM-EAST,11A CONDO-RENTALS,2,1652,1002,RR, 222 EAST 104TH STREET                     ,10029,89,0,89,29807,83202,2013,2, RR ,1000000,2012-12-20,13.815510558
6665,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1623,34,S9, 1662 PARK AVENUE                          ,10035,6,2,8,1830,6060,1910,2, S9 ,700000,2012-04-10,13.458835614
6667,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2A,1645,132,S3, 185 EAST 117TH STREET                     ,10035,3,1,4,1165,3868,1900,2, S3 ,759000,2012-11-16,13.5397570564
6668,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2A,1645,133,S3, 187 EAST 117TH STREET                     ,10035,3,1,4,959,3612,1900,2, S3 ,759000,2012-11-16,13.5397570564
6670,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2A,1665,145,S9, 210 EAST 116 STREET                       ,10029,2,2,4,1398,2448,1890,2, S9 ,407300,2013-04-19,12.9173052936
6679,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1676,1,S5, 2024 2 AVENUE                             ,10029,6,1,7,1944,6999,1920,2, S5 ,2769612,2013-04-25,14.8342177962
6680,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1676,2,S5, 2026 2 AVENUE                             ,10029,6,1,7,1875,6100,1920,2, S5 ,3190388,2013-04-25,14.9756530975
6683,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1676,52,S5, 2032 2 AVENUE                             ,10029,6,1,7,1875,5831,1910,2, S5 ,1025000,2012-08-13,13.8402031706
6684,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1677,50,S9, 2060 2 AVENUE                             ,10029,6,2,8,1742,5451,1900,2, S9 ,1475000,2013-04-17,14.2041685478
6686,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1681,30,S9, 348 EAST 110TH STREET                     ,10029,6,2,8,1944,5832,1910,2, S9 ,1500000,2013-07-18,14.2209756661
6689,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2B,1688,25,S9, 2265 1 AVENUE                             ,10035,6,2,8,2180,7865,1914,2, S9 ,1500000,2013-10-04,14.2209756661
6690,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2A,1711,46,S3, 2294 1 AVENUE                             ,10035,3,1,4,1419,3168,1900,2, S3 ,450000,2013-03-20,13.0170028617
6691,HARLEM-EAST,14  RENTALS - 4-10 UNIT,2A,1711,47,S3, 2292 1 AVENUE                             ,10035,3,1,4,1412,3168,1900,2, S3 ,450000,2013-03-20,13.0170028617
6737,HARLEM-EAST,21  OFFICE BUILDINGS,4,1687,49,O9, 2256 2 AVENUE                             ,10029,0,2,2,3274,12800,1930,4, O9 ,1900000,2013-06-26,14.4573644441
6738,HARLEM-EAST,21  OFFICE BUILDINGS,4,1688,23,O9, 2261 1ST AVENUE                           ,10035,0,2,2,3354,13000,1940,4, O9 ,4750000,2012-11-20,15.373655176
6739,HARLEM-EAST,21  OFFICE BUILDINGS,4,1795,31,O7, 2323 1ST AVENUE                           ,10035,0,1,1,2288,4500,1900,4, O7 ,550000,2013-01-30,13.2176735572
6741,HARLEM-EAST,23  LOFT BUILDINGS,4,1654,26,L8, 2035 SECOND AVENUE                        ,10029,0,5,5,2600,11492,1920,4, L8 ,3000000,2013-09-07,14.9141228466
6742,HARLEM-EAST,27  FACTORIES,4,1708,41,F5, 418 EAST 115 STREET                       ,10029,0,1,1,2523,7275,1900,4, F5 ,1800000,2012-12-19,14.4032972229
6747,HARLEM-EAST,30  WAREHOUSES,4,1683,26,E9, 2157 1 AVENUE                             ,10029,0,2,2,2500,7300,1910,4, E9 ,1250000,2012-12-27,14.0386541093
6748,HARLEM-EAST,30  WAREHOUSES,4,1788,5,E3, 205 EAST 123 STREET                       ,10035,0,3,3,2724,8931,1910,4, E3 ,2375000,2012-11-19,14.6805079955
6762,HARLEM-EAST,37  RELIGIOUS FACILITIES,4,1786,104,M1, 207 EAST 121 STREET                       ,10035,0,1,1,2030,2514,1920,4, M1 ,780000,2013-10-07,13.5670491987
6763,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2057,133,S1, 467 WEST 140 STREET                       ,10031,1,1,2,1799,4492,1910,1, S1 ,565000,2012-12-14,13.2445810101
6764,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2058,19,S1, 452 WEST 142ND STREET                     ,10031,1,1,2,1799,5668,1901,1, S1 ,1900000,2012-11-12,14.4573644441
6767,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2073,24,A4, 99 HAMILTON PLACE                         ,10031,1,0,1,1404,3570,1910,1, A4 ,850500,2013-05-15,13.6535796908
6768,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2073,24,A4, 99 HAMILTON PLACE                         ,10031,1,0,1,1404,3570,1910,1, A4 ,911562,2012-05-09,13.7229148905
6769,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2086,51,A9, 642 WEST 138 STREET                       ,10031,1,0,1,1499,1980,1901,1, A9 ,931698,2013-05-24,13.7447640068
6770,HARLEM-UPPER,01  ONE FAMILY HOMES,1,2086,51,A9, 642 WEST 138 STREET                       ,10031,1,0,1,1499,1980,1901,1, A9 ,1215177,2013-01-16,14.0104003032
6771,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2063,33,B9, 767 ST NICHOLAS AVENUE                    ,10031,2,0,2,2320,5800,1920,1, B9 ,679800,2012-07-11,13.4295539162
6772,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2064,52,B2, 458 W. 150TH STREET                       ,10031,2,0,2,1665,1424,1899,1, B2 ,870000,2013-09-04,13.6762484906
6775,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2079,50,B2, 540 WEST 148 STREET                       ,10031,2,0,2,1707,3273,1900,1, B2 ,1260000,2013-01-29,14.0466222789
6777,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2081,41,B1, 520 WEST 150TH STREET                     ,10031,2,0,2,1599,2637,1910,1, B1 ,1217350,2013-04-25,14.0121869231
6778,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2084,24,B3, 513 WEST 152ND STREET                     ,10031,2,0,2,1499,3180,1899,1, B3 ,1365000,2012-11-29,14.1266649866
6779,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2089,19,B3, 625 WEST 142 STREET                       ,10031,2,0,2,1499,3000,1910,1, B3 ,110000,2013-11-04,11.6082356448
6780,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2093,142,B1, 626 WEST 147 STREET                       ,10031,2,0,2,1649,3196,1901,1, B1 ,1700000,2012-12-21,14.346138809
6781,HARLEM-UPPER,02  TWO FAMILY HOMES,1,2094,26,B3, 607 WEST 147TH                            ,10031,2,0,2,1249,2640,1901,1, B3 ,880000,2013-06-19,13.6876771865
6784,HARLEM-UPPER,03  THREE FAMILY HOMES,1,2080,41,C0, 518 WEST 149 STREET                       ,10031,3,0,3,1499,3292,1926,1, C0 ,1345000,2012-11-28,14.111904571
6788,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2059,52,C5, 452 WEST 145 STREET                       ,10031,6,1,7,1599,3328,1926,2, C5 ,1100000,2013-04-29,13.9108207378
6789,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2060,35,C7, 719 ST NICHOLAS AVENUE                    ,10031,13,1,14,1892,5268,1890,2, C7 ,2550000,2013-05-03,14.7516039171
6792,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2A,2061,22,C2, 429 WEST 146 STREET                       ,10031,6,0,6,1424,2265,1920,2, C2 ,650000,2013-04-22,13.3847276419
6794,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2063,31,C5, 763 ST NICHOLAS AVENUE                    ,10031,9,0,9,1720,5779,1926,2, C5 ,497668,2013-03-21,13.117688467
6795,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2063,129,C5, 759 ST. NICHOLAS AVENUE                   ,10031,9,0,9,1900,5666,1920,2, C5 ,1200000,2012-12-27,13.9978321148
6796,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2072,29,C7, 1624 AMSTERDAM AVENUE                     ,10031,8,2,10,2492,11835,1920,2, C7 ,2550000,2012-08-11,14.7516039171
6797,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,1,2073,46,C0, 512 WEST 142 STREET                       ,10031,3,0,3,1499,3740,1910,2, C5 ,1180000,2012-12-28,13.9810249964
6798,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2076,16,C1, 541 WEST 144 STREET                       ,10031,20,0,20,3997,14190,1920,2, C1 ,1900000,2012-08-30,14.4573644441
6799,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2078,47,C1, 522-524 WEST 147TH STREET                 ,10031,21,0,21,4996,17410,1911,2, C1 ,14665000,2013-06-24,16.5009742604
6803,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2080,1,C7, 3600 BROADWAY                             ,10031,19,3,22,4996,21150,1920,2, C7 ,4800000,2013-07-06,15.3841264759
6806,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2082,23,C5, 513 WEST 150TH STREET                     ,10031,12,0,12,1499,3408,1910,2, C5 ,1100000,2013-05-31,13.9108207378
6807,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2082,26,C5, 505 WEST 150 STREET                       ,10031,9,0,9,1499,3408,1910,2, C5 ,450000,2012-12-10,13.0170028617
6808,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2082,57,C1, 560 WEST 151 STREET                       ,10031,31,0,31,4996,25800,1910,2, C1 ,3495000,2013-04-26,15.0668439337
6810,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2082,126,C1, 503 WEST 150 STREET                       ,10031,8,0,8,1499,3927,1910,2, C1 ,1125000,2012-12-19,13.9332935936
6812,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2,2083,51,C1, 530 WEST 152 STREET                       ,10031,21,0,21,4163,14010,1900,2, C1 ,3067172,2013-05-22,14.9362665224
6813,HARLEM-UPPER,07  RENTALS - WALKUP APARTMENTS,2B,2084,25,C5, 509 WEST 152ND STREET                     ,10031,8,0,8,1499,3120,1900,2, C5 ,850000,2013-07-19,13.6529916285
6819,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2065,22,D7, 415 WEST 150 STREET                       ,10031,16,1,17,4996,29529,2007,2, D7 ,5000000,2013-03-22,15.4249484704
6820,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2069,1,D7, 75 ST NICHOLAS PLACE                      ,10031,59,1,60,12783,68754,1923,2, D7 ,10900000,2013-06-25,16.2042733472
6822,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2080,11,D1, 545 WEST 148 STREET                       ,10031,36,0,36,7433,39845,1920,2, D1 ,6875000,2013-02-04,15.7434022015
6824,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2082,36,D1, 502 WEST 151 STREET                       ,10031,36,0,36,7494,29736,1920,2, D1 ,15075000,2012-12-21,16.5285483006
6827,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2083,1,D7, 3660 BROADWAY                             ,10031,62,8,70,14988,71112,1926,2, D7 ,10000000,2012-09-19,16.118095651
6828,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2083,1,D7, 3660 BROADWAY                             ,10031,62,8,70,14988,71112,1926,2, D7 ,3700000,2012-09-19,15.1238433776
6829,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2086,11,D1, 611 WEST 137TH STREET                     ,10031,39,0,39,11492,51876,1920,2, D1 ,15800000,2012-12-20,16.575520498
6830,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2086,16,D1, 609 WEST 137 STREET                       ,10031,36,0,36,9160,38750,1906,2, D1 ,9600000,2012-12-20,16.0772736564
6831,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2086,20,D1, 607 WEST 137 STREET                       ,10031,36,0,36,9160,38750,1906,2, D1 ,11000000,2012-12-20,16.2134058308
6832,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2086,24,D1, 605 WEST 137 STREET                       ,10031,36,0,36,9160,38750,1906,2, D1 ,10000000,2012-12-20,16.118095651
6833,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2086,29,D7, 601 WEST 137TH STREET                     ,10031,37,7,44,12490,57415,1907,2, D7 ,19600000,2012-12-20,16.7910401242
6834,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2088,51,D1, 635 RIVERSIDE DRIVE                       ,10031,67,0,67,12500,107701,1912,2, D1 ,5961376,2012-08-30,15.6008118849
6835,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2088,80,D1, 617 WEST 141 STREET                       ,10031,42,0,42,9992,42270,1914,2, D1 ,6210500,2013-05-21,15.641751966
6837,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2092,46,D1, 684 RIVERSIDE DRIVE                       ,10031,37,0,37,6901,39617,1919,2, D1 ,250000,2012-03-12,12.4292161968
6839,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2095,23,D1, 611 WEST 148 STREET                       ,10031,54,0,54,9992,43200,1924,2, D1 ,6150000,2012-10-17,15.6319626398
6840,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2096,26,D7, 3621 BROADWAY                             ,10031,46,8,54,15987,65050,1920,2, D7 ,16000000,2013-03-19,16.5880992802
6841,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2097,14,D3, 730 RIVERSIDE DRIVE                       ,10031,64,0,64,10046,107530,1920,2, D3 ,18186937,2013-01-15,16.7162141471
6842,HARLEM-UPPER,08  RENTALS - ELEVATOR APARTMENTS,2,2098,36,D7, 3671 BROADWAY                             ,10031,46,7,53,14988,69876,1908,2, D7 ,13265000,2012-12-10,16.4006395456
6913,HARLEM-UPPER,22  STORE BUILDINGS,4,2077,60,K2, 3550 BROADWAY                             ,10031,0,2,2,7500,13740,1930,4, K2 ,5500000,2013-06-06,15.5202586502
6914,HARLEM-UPPER,22  STORE BUILDINGS,4,2078,1,K9, 3560 BROADWAY                             ,10031,0,4,4,7611,22360,1912,4, K9 ,6000000,2012-11-16,15.6072700272
6915,HARLEM-UPPER,22  STORE BUILDINGS,4,2078,5,K9, 549 WEST 146 STREET                       ,10031,0,1,1,14874,39690,1912,4, K9 ,1000000,2012-11-16,13.815510558
6920,HARLEM-WEST,02  TWO FAMILY HOMES,1,2071,52,B9, 52 HAMILTON PLACE                         ,10031,2,0,2,1088,3260,1899,1, B9 ,500000,2012-08-11,13.1223633774
6922,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1968,46,C1, 408 WEST 129 STREET                       ,10027,30,0,30,6394,22540,1920,2, C1 ,10175000,2012-11-29,16.1354442893
6924,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1970,58,C1, 106-08 CONVENT AVENUE                     ,10027,34,0,34,7200,24105,1901,2, C1 ,5325000,2012-12-20,15.4879232696
6926,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1987,46,C1, 516 WEST 134 STREET                       ,10031,23,0,23,4296,15150,1915,2, C1 ,1560000,2012-11-12,14.2601963792
6927,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1988,25,C1, 507 WEST 134 STREET                       ,10031,20,0,20,3922,13040,1905,2, C1 ,1650000,2013-07-03,14.3162858459
6928,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1988,29,C7, 1500 AMSTERDAM AVENUE                     ,10031,24,3,27,4000,19294,1905,2, C7 ,3335000,2012-11-20,15.0199832373
6929,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1988,42,C1, 508 WEST 135TH STREET                     ,10031,24,0,24,4580,19056,1910,2, C1 ,2525367,2012-12-17,14.7418969567
6930,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,1988,46,C1, 512 WEST 135TH STREET                     ,10031,25,0,25,4246,19056,1910,2, C1 ,4347532,2013-05-23,15.2851188857
6932,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,2002,19,C1, 619 WEST 135 STREET                       ,10031,22,0,22,3997,14260,1905,2, C1 ,14480000,2013-02-28,16.4882789449
6937,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,2002,79,C1, 615-617 WEST 136TH STREET                 ,10031,21,0,21,5396,19270,1908,2, C1 ,599604,2013-02-27,13.3040247163
6938,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2,2002,91,C1, 618 W 136TH STREET                        ,10031,28,0,28,5396,19390,1905,2, C1 ,4250000,2013-03-05,15.2624295409
6940,HARLEM-WEST,07  RENTALS - WALKUP APARTMENTS,2B,2071,58,C5, 550 WEST 140TH STREET                     ,10031,8,0,8,1632,2445,1920,2, C5 ,705000,2013-03-07,13.4659530818
6941,HARLEM-WEST,08  RENTALS - ELEVATOR APARTMENTS,2,1968,39,D7, 25 ST NICHOLAS TERRACE                    ,10027,55,1,56,10991,50832,1920,2, D7 ,4450041,2012-08-30,15.3084238676
6942,HARLEM-WEST,08  RENTALS - ELEVATOR APARTMENTS,2,1968,44,D1, 35 ST. NICHOLAS TERRACE                   ,10027,53,0,53,10991,50832,1920,2, D1 ,5205709,2012-08-30,15.4652664659
6944,HARLEM-WEST,08  RENTALS - ELEVATOR APARTMENTS,2,2001,58,D1, 634 WEST 135 STREET                       ,10031,39,0,39,8746,37506,1926,2, D1 ,3190596,2012-08-30,14.9757182912
6945,HARLEM-WEST,08  RENTALS - ELEVATOR APARTMENTS,2,2070,43,D1, 520 WEST 139 STREET                       ,10031,42,0,42,9992,42588,1910,2, D1 ,2770780,2012-08-30,14.834639427
6967,HARLEM-WEST,22  STORE BUILDINGS,4,2070,1,K9, 3410-3418 BROADWAY                        ,10031,0,11,11,6797,20000,1920,4, K9 ,24000000,2012-11-29,16.9935643883
6969,HARLEM-WEST,29  COMMERCIAL GARAGES,4,1966,78,G2, 412 WEST 126 STREET                       ,10027,0,1,1,5016,5016,1925,4, G2 ,1372800,2013-06-20,14.1323630077
6977,HARLEM-WEST,30  WAREHOUSES,4,1997,44,E7, 614 WEST 131 STREET                       ,10027,0,1,1,7494,35595,1930,4, E7 ,5801300,2012-05-09,15.5735925883
6978,HARLEM-WEST,30  WAREHOUSES,4,1998,29,E7, 3259 BROADWAY                             ,10027,0,1,1,19983,79708,1920,4, E7 ,16891134,2012-11-16,16.6422994268
